"YEAR","CONF","TEAM","SEED","ROUND","KADJ.T","KADJ.O","KADJ.D","BADJ.EM","BADJ.O","BADJ.D","GAMES","W","L","WIN.","EFG.","EFG.D","FTR","FTRD","TOV.","TOV.D","OREB.","DREB.","OP.OREB.","OP.DREB.","RAW.T","X2PT.","X2PT.D","X3PT.","X3PT.D","BLK.","BLKED.","AST.","OP.AST.","X2PTR","X3PTR","X2PTRD","X3PTRD","BADJ.T","AVG.HGT","EFF.HGT","EXP","TALENT","FT.","OP.FT.","PPPO","PPPD"
2016,"B10","Purdue",5,64,67.5995,117,92.4061,23.8,116.6,92.8,34,26,8,76.47059,53.7,44.3,35.1,27.7,17.5,13.8,35.3,76.7,23.3,64.7,67.9,52.9,43,36.8,31.3,11.6,7.9,64,51.3,64.5,35.5,67,33,68.8,78.542,82.518,1.518,66.451,74.2,70.7,1.141,0.948
2016,"A10","Saint Joseph's",8,32,70.3117,113.435,98.7988,16.1,113,96.9,34,27,7,79.41176,51.3,47.9,37.7,24.5,14.3,16.2,28.3,74.2,25.8,71.7,70.5,52.5,48.9,32.7,31,9.3,6.9,55.5,49.7,64.3,35.7,58.7,41.3,71.2,76.953,79.218,1.79,41.08,71.3,69.1,1.097,0.988
2016,"BE","Seton Hall",6,64,69.4734,111.433,93.7641,18.7,111.2,92.5,33,25,8,75.75758,50.2,45.3,40.6,33.7,19.5,19.2,35,69.3,30.7,65,70.7,49.1,44.3,35.3,31.6,11.7,9.9,51.3,50.9,70.4,29.6,66.9,33.1,70.3,77.746,80.19,1.139,62.243,66.6,67.9,1.055,0.956
2016,"Sum","South Dakota St.",12,64,68.2819,110.826,101.245,9.8,110.5,100.7,31,24,7,77.41935,51.4,47.7,40.6,39.7,17.1,17.1,32.4,74.5,25.5,67.6,68.6,49.7,46.8,36.2,33.1,5.7,10.4,44.2,47.3,63.2,36.8,67.7,32.3,69.3,76.548,79.676,1.889,12.379,74.2,72.1,1.105,1.002
2016,"SWAC","Southern",16,68,68.9507,100.906,106.217,-6,100,106,31,19,12,61.29032,48.7,47.7,38.7,39.7,16.3,19.5,28.2,68.3,31.7,71.8,69.5,47.4,47.5,34.5,32,9.1,8,41,48.7,70.5,29.5,64.4,35.6,69.6,75.812,79.023,2.059,3.311,67.3,66.6,1.025,0.998
2016,"Slnd","Stephen F. Austin",14,32,67.4268,111.339,96.9336,10.9,108.5,97.6,28,23,5,82.14286,55.5,49.6,33.9,40.1,18.2,25.9,33.5,70.3,29.7,66.5,69.1,55.1,49.5,37.5,33.2,9.3,6.9,64.4,52.3,63.6,36.4,69.4,30.6,68.4,74.908,78.024,2.171,0.458,74.4,67.1,1.15,0.929
2016,"AE","Stony Brook",13,64,66.9582,107.481,98.9433,7.4,106.1,98.7,30,24,6,80,53.2,47.3,32.5,27.6,17.2,18.5,34.4,74.2,25.8,65.6,67.6,51.9,45.2,37.5,34.2,12.3,6.3,58,47.6,70.7,29.3,65.1,34.9,67.6,76.619,79.327,2.267,0.2,66.8,71,1.112,0.961
2016,"ACC","Syracuse",10,4,64.9033,111.357,95.507,16.2,110.8,94.6,32,19,13,59.375,50.4,47.5,35.5,29.4,18.3,20.6,33,64.7,35.3,67,65.2,47.6,48.7,36.1,30.4,11.9,8.5,58.7,65.7,56.8,43.2,59.7,40.3,65.7,78.621,80.191,1.713,88.863,68.3,66.7,1.065,0.997
2016,"Amer","Temple",10,64,65.9852,106.619,98.2712,8.2,106.3,98.1,32,21,11,65.625,46.9,46.7,27.1,28.6,13.7,16.6,29,70.2,29.8,71,66,44.5,46.5,34,31.4,7.8,9.6,54.7,50.3,62.2,37.8,68.1,31.9,66.7,77.473,79.896,2.186,55.758,68.4,74,1.024,1.006
2016,"B12","Texas",6,64,65.1637,112.821,95.7146,16.2,111.5,95.3,32,20,12,62.5,49.3,47.5,39.7,37.5,15.4,18.5,30.7,67.7,32.3,69.3,66.9,48.5,45.6,33.9,34.3,11.4,8.9,46.5,47.5,64,36,67.4,32.6,66.3,76.959,81.235,1.958,73.204,66.5,69.5,1.058,1.01
2016,"SEC","Texas A&M",3,16,66.5488,114.159,92.3528,21.5,113.7,92.2,34,26,8,76.47059,51.4,47.1,37.5,32.4,17.2,20.9,35,70,30,65,68.3,50.7,45.6,35,32.9,11,9.3,63.4,56.2,63,37,60.5,39.5,68.1,78.219,80.689,1.815,69.544,67.3,65.7,1.104,0.953
2016,"B12","Texas Tech",8,64,65.9989,113.846,99.1212,13.9,112.4,98.5,31,19,12,61.29032,49.9,49.3,43.1,32.9,17.7,18.9,31.7,67.6,32.4,68.3,66.9,49.2,47.2,34.5,35.2,11.8,8.5,53.2,45.9,69.6,30.4,62.1,37.9,67.3,77.56,80.266,1.716,18.334,74.6,70.4,1.07,1.032
2016,"Amer","Tulsa",11,68,68.4348,111.352,99.564,9.8,109.2,99.4,31,20,11,64.51613,50.4,48.3,40,34.8,15.5,20.6,28,69.6,30.4,72,69,51,44.7,32.9,36.3,7.5,9,53.4,51.2,63.4,36.6,63.2,36.8,69.5,76.347,79.345,2.725,3.983,67.8,74.9,1.064,1.002
2016,"BSth","UNC Asheville",15,64,70.1811,103.529,99.3166,1.7,101.1,99.4,31,20,11,64.51613,49.9,48.7,42.4,33.4,18.6,22.4,31.6,70.6,29.4,68.4,70.5,50.6,51.7,32.2,28.8,8.8,6.3,46.3,44.2,69.9,30.1,64.5,35.5,71.1,75.882,77.31,1.148,11.114,70.1,70.6,1.048,0.971
2016,"CAA","UNC Wilmington",13,64,70.1618,110.051,100.792,8,108.6,100.6,30,23,7,76.66667,51.2,47.1,35.9,54.3,16,20.1,32.1,70.1,29.9,67.9,70.5,51.2,45.5,34.1,34.1,10.8,7.9,47.5,47.2,66.6,33.4,71.4,28.6,71.3,76.038,79.546,1.606,1.709,70.4,70.7,1.094,1.005
2016,"P12","USC",8,64,71.1914,113.901,99.116,15.8,113.8,98,33,21,12,63.63636,52,47.3,35.3,28.5,16.5,16.9,32.4,68.1,31.9,67.6,72.9,49.2,46.7,38.5,32.3,12.7,9.4,51.3,50.3,67.6,32.4,65.6,34.4,72.3,78.528,82.316,1.247,72.171,67.8,70.1,1.095,1.012
2016,"P12","Utah",3,32,65.2107,115.673,97.5601,17.9,115.2,97.3,33,25,8,75.75758,55.2,47.4,38.4,23.4,17.8,15.2,29,72,28,71,67.3,55.8,43.8,36,36.8,10,10.5,56.9,42,62.4,37.6,68.1,31.9,67,77.564,81.582,2.011,34.826,71.7,72,1.12,1.01
2016,"SEC","Vanderbilt",11,68,67.7217,114.458,94.5381,21.8,114.6,92.8,32,19,13,59.375,53.5,43.1,39.5,34.2,16.8,14.3,27.4,70.6,29.4,72.6,69.2,50.5,42.7,38.8,29.2,12.9,8.8,56.8,43.4,61.9,38.1,69.5,30.5,68.6,78.641,82.804,1.344,60.005,69.9,67.4,1.1,0.965
2016,"A10","VCU",10,32,69.4498,110.984,94.769,17.6,111.4,93.8,34,24,10,70.58824,50.9,49,32.3,37,16.2,21.9,33.3,72.2,27.8,66.7,69.9,49.6,48.4,35.6,33.6,10,9.8,51.2,53.2,67.2,32.8,70.1,29.9,70.3,76.701,79.253,2.092,38.015,69,67.6,1.096,0.955
2016,"BE","Villanova",2,1,66.5578,118.299,91.552,28.5,118.9,90.4,34,29,5,85.29412,54.3,46.3,34.3,31.4,16.4,20.4,28.6,71.3,28.7,71.4,67.7,56.4,43.9,34.4,33.5,9.7,6.8,60.7,57.3,56.2,43.8,62.5,37.5,67.3,77.358,80.028,1.709,81.555,77.7,66.3,1.133,0.938
2016,"ACC","Virginia",1,8,60.6947,120.224,91.1288,27.6,119.5,91.9,33,26,7,78.78788,54.4,48.7,32.4,33.7,15.3,19.7,30.6,74.1,25.9,69.4,61.2,51.9,46.5,40.5,34.9,9.5,5.8,55.7,48.2,71.9,28.1,62.7,37.3,61.6,77.777,80.253,1.985,74.302,75.4,69.6,1.146,0.972
2016,"BSky","Weber St.",15,64,66.9958,103.593,100.851,3.3,102.9,99.6,31,23,8,74.19355,54.9,47.2,46.6,28.8,19.7,15.5,26,74.8,25.2,74,68.5,55.5,45.1,36,35.2,7.6,4.8,52.1,41.3,57.9,42.1,72.6,27.4,67.9,76.775,80.035,1.391,1.595,67.7,66.9,1.069,0.982
2016,"B12","West Virginia",3,64,69.3697,116.39,90.4754,25.2,115.4,90.2,34,26,8,76.47059,50.2,48.8,46.1,54.8,19.6,25.5,41.9,72.8,27.2,58.1,70.8,50.7,48.2,32.9,33.2,8.1,8.8,54.2,50.6,69.4,30.6,63.9,36.1,70.9,77.299,80.627,1.724,46.477,67,71.3,1.112,0.935
2016,"MVC","Wichita St.",11,32,65.8499,111.743,90.5918,21.2,111.5,90.3,31,23,8,74.19355,49.6,44.5,37.8,45.4,14.8,23.2,31.9,76.4,23.6,68.1,66.2,49.8,41.8,32.9,32.7,11.7,8.4,57.3,49,61.5,38.5,62.9,37.1,66.8,77.002,80.021,1.873,27.563,71.6,71.9,1.097,0.891
2016,"B10","Wisconsin",7,16,63.2633,111.769,95.4038,14.6,110.2,95.6,32,20,12,62.5,49,48.5,39.7,34.3,17,18.8,33.6,71.8,28.2,66.4,64.1,46.6,45.1,35.8,38,8.5,9.2,49.4,46.8,66.2,33.8,70.7,29.3,64.2,78.016,80.463,1.348,58.366,70.7,70.7,1.066,0.999
2016,"BE","Xavier",2,32,71.9214,117.096,95.3858,22.6,117.1,94.5,32,27,5,84.375,51.5,47.9,42.9,34.4,17.5,19.4,35.7,73.7,26.3,64.3,72.8,50,48.4,36.2,31.5,8.7,8.8,59.8,55.3,65.3,34.7,59.6,40.4,72.6,77.888,80.569,1.534,65.075,73.1,70.4,1.117,0.976
2016,"Ivy","Yale",12,32,65.9753,109.51,95.6837,12.9,108.2,95.3,27,21,6,77.77778,52.5,46.3,42.1,33.8,20.1,18.2,39.2,76,24,60.8,67,51.1,45.5,37.1,31.8,12.6,9.3,57.6,49.6,69.2,30.8,65.6,34.4,66.8,76.942,79.41,2.27,3.85,66.7,69.4,1.107,0.944
2015,"AE","Albany",14,64,60.7359,106.463,103.431,2.6,104.7,102.1,32,24,8,75,50.1,49.6,39.9,30.4,19,20.3,32.5,74.5,25.5,67.5,61.2,48.1,45.9,36,36.5,5.6,10.4,47.3,55.1,65.9,34.1,58.4,41.6,61.5,76.71,79.161,1.654,0.2,76.1,69.8,1.065,0.98
2015,"P12","Arizona",2,8,65.5943,118.227,85.9123,29,115.5,86.5,34,31,3,91.17647,53.6,44.3,47.1,36.3,16.7,21.1,34.1,77.7,22.3,65.9,66.9,53.4,42,36,32.8,10.2,6.3,53.2,49,74.2,25.8,68.6,31.4,66.9,77.836,81.471,1.481,82.563,69.9,69.2,1.14,0.874
2015,"SEC","Arkansas",5,32,69.1346,114.941,97.964,16.3,113.3,97,34,26,8,76.47059,50.2,48.6,37.3,38.5,16.6,22.6,35.6,65.8,34.2,64.4,70.3,49.1,46.6,35,35.3,12.3,7,58.9,51.7,68.9,31.1,68.7,31.3,70.1,77.545,80.425,1.74,61.527,72.4,71.3,1.102,0.991
2015,"B12","Baylor",3,64,61.2742,117.192,93.7123,23,115.8,92.8,32,23,9,71.875,49.8,45.8,38.8,32.4,19.6,19.6,41.8,68.3,31.7,58.2,62.7,46,46.5,38.2,29.8,11.2,10.9,59.9,70,66.8,33.2,64.1,35.9,62.2,76.311,79.972,1.871,33.696,66.7,64.7,1.095,0.956
2015,"OVC","Belmont",15,64,66.5706,109.115,107.619,0.8,107.3,106.5,31,21,10,67.74194,56.5,51.3,33,27.7,20.3,18.7,29.2,70.5,29.5,70.8,67.4,56.3,51.2,37.9,34.3,5.4,12.4,58.9,51.4,52,48,63.1,36.9,67.5,76.504,79.497,1.468,19.383,69,70.6,1.095,1.041
2015,"MWC","Boise St.",11,68,62.8256,111.769,97.7869,12.4,109.5,97.1,31,23,8,74.19355,53.5,47.4,32.9,31.5,16.1,19.4,27.6,74.1,25.9,72.4,62.3,49.8,47.8,39.1,31.2,6.9,10,48.4,49,58.3,41.7,64.6,35.4,63.7,77.255,80.473,1.975,4.95,72.8,70.1,1.098,0.958
2015,"MAC","Buffalo",12,64,68.4522,111.344,99.0045,11.2,108.8,97.6,32,23,9,71.875,48.6,48.5,42.3,33.8,16.4,19.8,34.7,69.6,30.4,65.3,68.9,47.6,47.9,34,33,11.3,8.2,51.5,49.3,69.8,30.2,61.9,38.1,69.2,76.908,79.727,1.737,15.051,72.2,66.2,1.089,0.991
2015,"BE","Butler",6,32,63.0408,110.554,90.9269,18.8,108.5,89.7,32,22,10,68.75,49.1,46.9,40.5,33.3,17.4,19.3,35.5,75.1,24.9,64.5,64.6,47.2,47.3,35.8,30.6,8.5,11,47.4,50.6,71,29,66.1,33.9,64.1,76.992,79.349,1.934,52.49,68,67.9,1.065,0.937
2015,"WCC","BYU",11,68,69.7923,119.356,101.562,17.4,118.1,100.7,32,23,9,71.875,53,49.6,42.3,39.6,16.4,18,33.9,71.8,28.2,66.1,69.7,50.3,49.6,38.5,33.2,7.4,9.3,59.8,55.5,63.8,36.2,67.5,32.5,70.6,77.578,80.636,1.916,41.166,77,70.1,1.158,1.032
2015,"Amer","Cincinnati",8,32,59.2099,108.353,94.1045,13.9,106.4,92.5,32,22,10,68.75,50.4,44.5,37.8,25.4,21.3,20.3,37.3,68.3,31.7,62.7,59.4,50.5,42,33.3,32.9,15.6,8,53.1,54.3,69.4,30.6,66.6,33.4,60.2,77.594,80.399,1.474,58.388,67.4,64.9,1.037,0.919
2015,"BSth","Coastal Carolina",16,64,63.6717,105.424,103.803,1.4,104.2,102.8,29,20,9,68.96552,49.9,47.1,39.6,35.6,17.8,17,35.2,72.4,27.6,64.8,64.8,48.2,45.1,35.4,33.5,10.1,7.6,46.4,53.5,65.8,34.2,60.6,39.4,63.9,75.743,78.533,1.931,0.439,70.3,71,1.088,0.998
2015,"A10","Davidson",10,64,66.5178,120.481,103.662,16.9,119.3,102.4,30,23,7,76.66667,56,49.1,29,35.4,14.3,17.3,29.8,69.9,30.1,70.2,67.3,53.5,51.3,39.3,29.8,7.5,12.2,60.9,50.4,54.3,45.7,66.9,33.1,67.3,75.898,79.303,1.323,6.209,70.2,63.7,1.173,1.023
2015,"A10","Dayton",11,32,63.3147,108.983,95.0972,11.7,106.5,94.8,33,25,8,75.75758,52.8,47.3,48.6,31.1,17.8,21.1,24.2,72,28,75.8,64.4,52.9,47.1,35.1,31.8,7.2,11.7,60.8,54.7,62.6,37.4,67.2,32.8,64,75.992,78.25,1.54,46.592,68.3,68,1.056,0.943
2015,"ACC","Duke",1,1,65.6368,124.253,94.9453,31.5,124.6,93.1,33,29,4,87.87879,56.9,47.4,40.2,24.9,16.8,18.7,37.4,69.9,30.1,62.6,66.6,56.3,47.1,38.6,32,8.9,8.4,54.2,47.6,65.5,34.5,72.3,27.7,66.8,77.534,81.331,1.062,95.491,69.1,69.6,1.202,0.978
2015,"BSky","Eastern Washington",13,64,67.9604,112.165,109.197,3.3,110.8,107.5,31,23,8,74.19355,55.4,52,35.6,35.1,15.9,17.7,29.3,69.4,30.6,70.7,68.4,52.3,49,39.6,38.4,12.3,11.7,46.5,57.7,56.8,43.2,65,35,68.6,77.278,79.046,1.901,0.557,71.4,71.7,1.151,1.077
2015,"BE","Georgetown",4,32,63.7582,113.166,93.597,18.3,111.5,93.2,31,21,10,67.74194,50.9,46.6,44.1,43.9,19.2,20.6,34.3,68.7,31.3,65.7,64.7,50.4,42.7,34.7,35.9,14.5,10.3,54.4,53.5,68.4,31.6,64.9,35.1,64.7,78.19,81.023,1.639,84.19,70.2,70.7,1.076,0.984
2015,"SEC","Georgia",10,64,63.6563,109.524,94.1302,14.6,107.8,93.2,32,21,11,65.625,48.9,44.2,47.8,34.3,19.3,16.8,32.3,71.1,28.9,67.7,64.8,47.7,43,34.4,31,12.6,10.6,55.4,46.8,68.7,31.3,64.6,35.4,64.7,76.934,79.985,1.866,57.857,68.9,70.3,1.032,0.969
2015,"SB","Georgia St.",14,32,62.5745,110.463,100.687,10.6,109.1,98.5,32,23,9,71.875,51.9,45,38.4,39.4,16.5,22.8,30.5,65.5,34.5,69.5,64.3,53.4,42.2,31.9,32.6,13.7,6.4,52,63.5,72.6,27.4,58,42,63.5,76.722,79.328,2.178,39.26,73.4,70.8,1.086,0.96
2015,"WCC","Gonzaga",2,8,64.2083,121.92,92.9958,27.5,120.4,92.9,33,31,2,93.93939,58.4,43.6,39.1,31.6,16.3,17.6,33.9,71.4,28.6,66.1,65,57.1,41.4,40.8,32.3,8.3,6.1,57.5,44.9,67.9,32.1,69.5,30.5,65.1,78.235,82.716,2.111,61.37,68.9,66.1,1.2,0.937
2015,"MEAC","Hampton",16,64,68.6346,96.0398,104.551,-8.8,94.1,102.9,33,16,17,48.48485,45.8,46.5,43.4,45.9,20.5,20.1,32.8,69.1,30.9,67.2,69.2,45.9,44.3,30.4,34.4,10.8,10.1,46.5,45,66.7,33.3,69.7,30.3,69.3,75.964,79.849,2.033,8.221,65.2,68.7,0.967,0.98
2015,"Ivy","Harvard",13,64,61.137,103.686,94.9442,7,100.9,93.9,27,20,7,74.07407,47.3,46.1,39,33.1,18.7,19.9,32.3,72.2,27.8,67.7,61,45.8,44.1,34.1,33.4,13,8.1,56.6,51.8,73.5,26.5,67.7,32.3,61.8,76.977,79.88,2.196,32.039,71.5,67.4,1.016,0.936
2015,"B10","Indiana",10,64,66.0482,119.285,105.478,15.5,118.9,103.4,33,20,13,60.60606,54.6,50.5,32.7,32.1,17.1,16.1,35.3,68.7,31.3,64.7,66.8,50.7,51,40.3,32.8,7.9,11.9,51.5,47.9,60.4,39.6,69.3,30.7,67.1,76.406,79.073,0.981,74.203,71.5,66.9,1.155,1.064
2015,"B10","Iowa",7,32,63.3054,113.359,95.1085,20.5,113.1,92.6,32,21,11,65.625,47.8,45.1,39.6,29.2,17.4,19.3,35.8,69.5,30.5,64.2,64.4,46.9,43.1,33.2,32.4,13.2,9.3,60.7,53.6,69.3,30.7,63.5,36.5,64.6,78.765,82.25,2.113,58.944,74.5,70.3,1.07,0.954
2015,"B12","Iowa St.",3,64,69.3108,120.166,97.135,21.4,118.1,96.7,33,25,8,75.75758,54.7,47.9,37.4,24.3,15.8,18.5,28.5,70.8,29.2,71.5,69.9,54.7,45.4,36.6,35.2,9.4,9,58.3,56.2,63.2,36.8,65.4,34.6,69.9,77.31,79.241,1.984,43.965,69.6,73.2,1.122,0.992
2015,"B12","Kansas",2,32,66.6617,114.271,90.5293,22.3,113.3,91,34,26,8,76.47059,49.3,44.4,43,33.6,19.1,17.5,34.9,68.2,31.8,65.1,66.8,46.5,43.5,37.5,30.9,12.7,13,54.9,48.7,71.7,28.3,68.1,31.9,67.3,77.516,80.336,0.974,83.717,72,66.9,1.062,0.964
2015,"SEC","Kentucky",1,4,61.9696,121.27,83.8367,35.5,119,83.5,34,34,0,100,51.8,39.7,43.8,31.6,16.4,21.8,40.4,68.4,31.6,59.6,63.9,51.5,39.1,35,27.4,18.4,5.8,56.6,40.1,71.9,28.1,69,31,63.5,79.292,83.308,0.732,95.498,72.2,65,1.16,0.836
2015,"Pat","Lafayette",16,64,64.3104,112.691,114.45,-3.1,110.6,113.7,31,19,12,61.29032,56.3,52.9,31,27.6,16.9,16.9,27.6,65.6,34.4,72.4,64.6,53,50.8,41.4,37.6,7.1,8.6,58.2,51.6,64.6,35.4,62.9,37.1,65.2,75.957,79.637,2.091,0.994,76.5,70,1.135,1.119
2015,"ACC","Louisville",4,8,64.8006,108.601,88.176,21.3,107.9,86.6,32,24,8,75,47.8,43.4,38.8,34.7,17.8,21.8,35.1,69.1,30.9,64.9,66.2,48.9,43.3,30.4,29.3,14.8,7,47.8,55.5,67.4,32.6,68.6,31.4,66,76.847,81.129,1.458,79.783,66,65.2,1.041,0.895
2015,"SEC","LSU",9,64,69.0966,108.743,94.7996,13.4,107.1,93.7,32,22,10,68.75,50.5,44.6,33.4,30,20.5,19.2,34,67,33,66,69.8,50.3,43.6,33.9,31.3,14,8.8,57.7,47.2,71.5,28.5,71.1,28.9,70.3,77.616,80.783,1.072,58.994,68.9,66.2,1.033,0.949
2015,"MAAC","Manhattan",16,68,67.2455,101.932,101.19,0.9,100.5,99.6,32,19,13,59.375,49.7,48,47.9,51.9,21,24.1,31,66.3,33.7,69,67.9,48.9,47.9,34,32.2,7.5,11.6,60.7,59.2,63.5,36.5,72.4,27.6,67.9,77.275,80.42,1.991,12.059,69.4,70.3,1.013,0.979
2015,"B10","Maryland",4,32,63.7514,111.125,94.9328,16,109.9,93.9,33,27,6,81.81818,50.9,45.4,44.5,27.9,18.4,17.3,29.2,69.6,30.4,70.8,64.8,47.8,44.6,37.2,31.2,11.6,9.8,48.6,47.9,61.8,38.2,62.6,37.4,64.6,78.33,81.059,1.54,69.338,75.7,66,1.065,0.969
2015,"B10","Michigan St.",7,4,62.8407,115.973,95.052,22.2,114.8,92.6,34,23,11,67.64706,53.8,45.7,31.9,37.7,17.9,17,34.6,74,26,65.4,63.2,51.6,44.1,38.6,32.3,13.2,7.3,64.6,50.5,65.3,34.7,64.7,35.3,64.1,76.178,79.412,1.848,62.703,63.3,71.7,1.106,0.976
2015,"SEC","Mississippi",11,64,65.6482,114.568,100.141,13.7,112.7,99,32,20,12,62.5,48.2,46.9,37.5,41.2,16.9,18.9,35,68.3,31.7,65,66.6,46.9,43.4,33.8,34.9,11.2,9.4,52.2,62.9,66.9,33.1,60.3,39.7,66.4,77.142,80.963,2.28,46.963,77.8,68.4,1.082,1.006
2015,"WAC","New Mexico St.",15,64,62.9742,106.825,99.8197,6.3,104.4,98.1,31,21,10,67.74194,51,45.9,44.8,32.5,21.9,20.5,39.5,69.3,30.7,60.5,62.8,49.7,46.4,36.3,29.5,9.1,5.7,49.9,49.6,74.7,25.3,76.5,23.5,64.2,77.231,81.063,1.627,9.776,70.7,69.4,1.074,0.944
2015,"ACC","North Carolina",4,16,69.0232,117.921,94.1249,26.7,118.4,91.7,35,24,11,68.57143,51.4,45.3,34.7,37.6,18.2,17.8,39.9,69.5,30.5,60.1,69.5,51.3,45.7,34.5,29.8,11.9,8.5,60.9,52.2,77.4,22.6,62.9,37.1,70.2,77.336,80.84,1.309,89.438,70.1,68.7,1.114,0.978
2015,"ACC","North Carolina St.",8,16,63.8463,114.001,98.6377,16,113.3,97.3,33,20,13,60.60606,49.6,45.5,36.1,34.1,16.2,15.4,34.1,69.5,30.5,65.9,64.5,47.4,43.6,36.1,33.2,13.6,10.1,46.7,51.5,67.6,32.4,68.7,31.3,64.9,77.566,80.29,1.343,79.763,68.5,70.3,1.084,1.008
2015,"Sum","North Dakota St.",15,64,60.2617,102.68,102.079,-0.4,100.5,100.9,30,21,9,70,49.2,47.8,36.2,30,15.9,16.6,26.5,76.6,23.4,73.5,61.4,45.1,44.4,37.8,36.4,10.6,7.4,42.9,50.6,64.6,35.4,67,33,61.2,76.631,78.414,1.33,4.013,69.4,74.7,1.029,0.992
2015,"ASun","North Florida",16,68,66.7256,108.032,105.12,0.4,105.1,104.7,31,20,11,64.51613,53.6,47.9,39.4,33.4,18,18.2,28.9,68,32,71.1,67.6,51.1,48.1,38,31.5,9.4,8.6,54.1,46.9,57.9,42.1,72.4,27.6,67.4,77.605,80.53,1.795,11.873,72.8,67.7,1.094,1.014
2015,"CAA","Northeastern",14,64,63.0556,107.892,103.071,5.7,106.6,100.9,34,23,11,67.64706,54.6,49.6,42.2,24.7,21.4,15.6,29.6,74.4,25.6,70.4,63.5,52.9,48.7,38.8,34.4,9.6,9.9,59.8,49.3,69.2,30.8,70.9,29.1,63.7,77.753,79.737,1.913,9.221,72.4,68.7,1.069,1.013
2015,"MVC","Northern Iowa",5,32,58.014,115.17,94.2192,21.8,114,92.2,33,30,3,90.90909,56.2,45.1,40.2,26.7,18,19.3,26.9,73.1,26.9,73.1,57.4,53.9,43.8,39.7,31.6,8.1,8.3,53.6,47.7,60,40,61.9,38.1,58.5,76.839,79.397,2.165,47.901,72.6,71.5,1.12,0.93
2015,"ACC","Notre Dame",3,8,63.2851,124.623,100.552,24.6,124.4,99.8,34,29,5,85.29412,58.6,48.1,37.1,23.3,14.4,17.4,28.1,68.4,31.6,71.9,64.1,58.4,47.4,39.2,32.9,9.1,6.7,54.4,51.1,61.4,38.6,67.4,32.6,64.1,77.249,79.308,1.767,78.911,74,70.2,1.213,1.01
2015,"B10","Ohio St.",10,32,65.1703,115.312,94.3058,21.4,114.2,92.8,33,23,10,69.69697,54.5,46.6,34.8,27.4,17,22.1,34.1,68.6,31.4,65.9,66.2,53.9,45.8,37.2,31.8,14.7,7.3,55.6,57.3,67.9,32.1,62.1,37.9,66.6,77.558,80.223,1.599,88.173,67.8,69.7,1.142,0.939
2015,"B12","Oklahoma",3,16,66.9861,111.785,87.6854,22.7,110,87.3,32,22,10,68.75,49.4,43.7,32.7,28.9,17.7,20.2,30.9,68.5,31.5,69.1,68.2,48.4,42.4,34.3,30.9,12.9,10.2,48.9,49,66.4,33.6,66.3,33.7,68.1,76.85,80.051,1.824,58.549,73.5,65.4,1.048,0.914
2015,"B12","Oklahoma St.",9,64,62.7105,111.825,95.6458,14.9,109.7,94.8,30,17,13,56.66667,50.1,46,39.7,42.4,18.6,21.2,26.9,66.9,33.1,73.1,64.1,49,43.5,34.6,34.3,14.2,11.2,50.5,53.2,61.5,38.5,68,32,63.9,75.596,79.911,1.99,49.866,73.1,68.4,1.029,0.973
2015,"P12","Oregon",8,32,66.1195,114.457,101.273,13.1,112.6,99.5,33,24,9,72.72727,52.1,47.8,29.5,35.3,17,16.8,30.6,68.3,31.7,69.4,67.8,50.6,46.8,36.7,33.3,10.6,6.9,51.4,47.8,66.1,33.9,67.5,32.5,66.9,76.753,79.134,1.384,54.645,76.7,69.6,1.09,1.032
2015,"BE","Providence",6,64,64.8656,112.954,95.3871,17.8,111.8,94,33,22,11,66.66667,48.6,48.1,41.6,38.5,17.9,19.7,35.3,70.5,29.5,64.7,65.7,49.4,47,31,33.3,13.6,7.9,57.5,54.2,71.6,28.4,64.2,35.8,65.8,78.609,82.241,1.423,63.346,71,68.8,1.061,0.99
2015,"B10","Purdue",9,64,63.9932,110.824,96.8436,15.6,110.1,94.5,33,21,12,63.63636,50.7,45.5,42.5,38.5,20,17.8,36.2,68.9,31.1,63.8,65.1,51,42.3,33.5,35,14.1,8.8,61.3,51.5,67.7,32.3,69,31,65,78.128,81.571,1.2,63.657,68.5,69.7,1.067,0.984
2015,"NEC","Robert Morris",16,64,65.0415,102.327,103.869,-2.8,99.9,102.7,33,19,14,57.57576,50.5,48.4,36,37.6,20.5,21.7,31.2,64.2,35.8,68.8,66.7,47.6,47.5,38,33.4,8.3,9.2,50.4,61.4,69.1,30.9,63.8,36.2,66.1,76.894,79.463,1.491,0.888,71.4,66.2,1.026,1.007
2015,"MWC","San Diego St.",8,32,59.9465,104.401,88.1829,15.6,102.5,86.9,33,25,8,75.75758,46.7,42.7,36.2,26.7,18.6,21.5,35.9,69.8,30.2,64.1,60.3,46.1,41.2,32.1,30.6,14.3,10.6,47.1,46.6,69.5,30.5,67.7,32.3,61.2,78.713,81.002,1.819,55.636,63,69.6,1.008,0.873
2015,"Amer","SMU",6,64,62.8424,113.524,95.4867,16.7,111.2,94.5,32,26,6,81.25,52.4,45.5,44.1,31.2,19.7,20,36.9,70.7,29.3,63.1,63,51.9,43.1,36,32.2,14,8.8,63.1,61.6,77.1,22.9,54.3,45.7,63.7,77.458,81.48,1.991,51.046,70.5,68,1.098,0.945
