"YEAR","CONF","TEAM","SEED","ROUND","KADJ.T","KADJ.O","KADJ.D","BADJ.EM","BADJ.O","BADJ.D","GAMES","W","L","WIN.","EFG.","EFG.D","FTR","FTRD","TOV.","TOV.D","OREB.","DREB.","OP.OREB.","OP.DREB.","RAW.T","X2PT.","X2PT.D","X3PT.","X3PT.D","BLK.","BLKED.","AST.","OP.AST.","X2PTR","X3PTR","X2PTRD","X3PTRD","BADJ.T","AVG.HGT","EFF.HGT","EXP","TALENT","FT.","OP.FT.","PPPO","PPPD"
2022,"WCC","Gonzaga",1,16,72.4831,121.805,88.836,32.4,120.9,88.5,29,26,3,89.65517,59.4,43.2,29.7,22.2,15.9,17,29,77,23,71,73.8,60.9,41.6,37.9,30.7,13.4,6.6,55,40.6,64.6,35.4,66.1,33.9,73.8,78.737,81.959,1.559,86.976,73.1,69.5,1.19,0.885
2022,"Amer","Houston",5,8,63.8376,117.348,90.8508,28.2,117.1,88.9,34,29,5,85.29412,53.6,43.5,28.7,35.1,17.1,21.7,37.8,72.7,27.3,62.2,65.5,55.1,43.5,34.1,29,17.3,6.4,59.5,55.4,60.9,39.1,57.1,42.9,65.1,77.41,80.47,2.179,51.79,66.9,70.5,1.147,0.89
2022,"B10","Illinois",4,32,67.0758,113.725,94.138,20.5,113.6,93.1,31,22,9,70.96774,53.1,46.3,31.7,28.4,17.7,15.6,33.4,74.2,25.8,66.6,68.2,51.7,45.5,36.7,32.2,7.1,8.6,57.7,41.7,57.3,42.7,70.4,29.6,68.1,77.299,81.538,2.241,54.781,70.8,72.1,1.102,0.984
2022,"B10","Indiana",12,64,66.9603,107.558,92.6213,17.5,108,90.5,33,20,13,60.60606,51.3,45.6,33.5,30.6,17.3,17.4,26.9,75,25,73.1,67.9,51.4,43.4,33.9,32.6,14.4,7,57.4,48,68.2,31.8,59.8,40.2,68.2,78.018,80.526,2.053,72.37,69.9,76.1,1.04,0.959
2022,"B10","Iowa",5,64,69.5965,121.548,98.0208,23.4,121.1,97.7,35,26,9,74.28571,53.6,49.8,30.4,26.2,12.9,19.3,32.2,69.8,30.2,67.8,70.3,52.6,50,36.8,32.9,11.4,7.3,53.8,54.5,60.8,39.2,63.5,36.5,70.8,77.502,80.532,1.681,43.723,74.9,70.6,1.183,1.007
2022,"B12","Iowa St.",11,16,66.0731,104.382,90.4362,14.4,103.1,88.7,32,20,12,62.5,49.9,48.4,28.1,36.2,20.4,24.5,28.2,71.5,28.5,71.8,67.2,50.9,50.7,32.1,29.6,9.5,11.3,60.1,52.3,62.6,37.4,62.5,37.5,67.3,76.518,79.663,2.195,47.374,68.4,71.9,0.981,0.93
2022,"ASun","Jacksonville St.",15,64,65.1165,105.325,103.083,2.3,104,101.7,29,19,10,65.51724,54.2,48,32.2,21.1,20,17.1,28.3,73.8,26.2,71.7,66.2,51.8,47.4,38.2,32.5,9.2,8.3,53.9,53.1,57.3,42.7,55.1,44.9,66.2,76.546,80.43,2.546,6.265,68.3,77.4,1.059,0.994
2022,"B12","Kansas",1,1,69.0976,119.389,93.8965,27.3,120.2,92.9,34,28,6,82.35294,54.1,46.9,32.8,27.8,17.8,18.4,33.4,71.1,28.9,66.6,69.5,54.5,47.9,35.5,30.1,10.5,7.8,53.9,47.5,66.2,33.8,65.8,34.2,70.1,77.142,80.111,2.082,77.998,72.4,70.7,1.119,0.97
2022,"SEC","Kentucky",2,64,67.3275,120.191,93.5959,25.2,119.1,93.9,33,26,7,78.78788,53.3,46.5,27.2,25.1,16.6,17.4,37.8,75.1,24.9,62.2,69.3,53.7,47.2,34.9,30.3,11,6.4,53,46.2,71.9,28.1,64,36,68.7,76.828,80.438,1.856,74.515,73,71.5,1.142,0.948
2022,"BSth","Longwood",14,64,66.0454,106.108,103.624,3,105.6,102.6,28,22,6,78.57143,51.7,50.6,35.9,26.8,18.2,20.1,33.6,75.5,24.5,66.4,67,48,53.6,38.6,31.1,6.3,11.6,52.7,49.3,62.8,37.2,56.4,43.6,66.8,75.561,78.467,2.05,4.353,72.4,74,1.091,0.985
2022,"MVC","Loyola Chicago",10,64,64.5889,110.891,93.196,15.2,109.1,93.9,31,24,7,77.41935,56.3,47,31.9,28.4,18.4,19.9,25.1,76.1,23.9,74.9,65.6,55.8,46.9,38,31.5,7.3,11.1,56.8,41.9,56.9,43.1,61.9,38.1,65.6,76.759,79.514,2.525,5.155,71.8,73.3,1.1,0.932
2022,"SEC","LSU",6,64,68.6446,107.64,88.5581,17.7,105.8,88.1,33,22,11,66.66667,49.5,45.1,33,38.4,20.4,25.3,33.7,68.8,31.2,66.3,70.6,50.5,47.7,31.9,28,14.8,8.8,48.7,54,65.4,34.6,54.1,45.9,69.8,77.616,80.415,1.196,72.652,73.2,69,1.029,0.894
2022,"BE","Marquette",9,64,70.6644,109.787,95.785,12.6,107.9,95.3,31,19,12,61.29032,52.6,46.7,26.8,29.7,17.3,19.1,22.4,68.6,31.4,77.6,71.5,52.9,46.2,34.7,31.7,12.7,9.1,59.4,54.9,58.3,41.7,64.4,35.6,72.1,77.866,80.422,1.239,58.313,74.7,69.9,1.033,0.984
2022,"Amer","Memphis",9,32,70.2976,110.368,94.1479,17.2,110.4,93.2,31,21,10,67.74194,52.6,46.5,38.4,32.9,22.9,20.9,37.5,69,31,62.5,71.4,52,45.3,35.9,32.1,16.8,9.1,59.6,57,69.2,30.8,57.2,42.8,71.5,77.792,81.378,1.725,80.073,69.2,70,1.056,0.957
2022,"ACC","Miami FL",10,8,67.2783,114.756,102.136,13.7,114.3,100.6,33,23,10,69.69697,54.2,53.4,28.9,24.6,14.2,20.3,23.4,69.7,30.3,76.6,67.5,54.9,53.9,35.3,35.2,8.5,8.6,50.8,56.6,64.1,35.9,60.6,39.4,68.5,76.713,80.224,2.424,65.462,74.3,69.1,1.104,1.048
2022,"B10","Michigan",11,16,66.285,114.207,98.5588,17.2,113.9,96.7,31,17,14,54.83871,52.3,50.3,28.9,26.6,17.1,15,31.2,76.2,23.8,68.8,67.5,53,50.8,34,33,8.1,8.4,52.4,41.6,67.7,32.3,66.1,33.9,67.2,78.228,82.778,1.413,72.575,74.6,72.9,1.082,1.035
2022,"B10","Michigan St.",7,32,67.5067,111.275,96.4032,15.4,110.9,95.5,34,22,12,64.70588,52,47.5,30.4,28.3,19.2,15.3,30.7,73,27,69.3,68.1,49.7,47.9,37.8,31.2,13.4,8.7,60.7,51.7,66.6,33.4,62.2,37.8,68.7,78.586,81.359,1.746,75.799,74.7,70.9,1.059,1.006
2022,"BSky","Montana St.",14,64,67.294,104.531,100.723,2.2,103,100.8,32,25,7,78.125,54.1,48.6,40.5,36.2,18.5,18.3,26.7,76.7,23.3,73.3,68.7,53.2,48.2,37.2,32.8,10.4,8.1,47.3,38.8,64,36,64.1,35.9,68,76.746,80.128,1.961,7.356,74.8,75.8,1.084,0.99
2022,"OVC","Murray St.",7,32,65.7834,111.518,95.1287,14.6,109.6,95,29,27,2,93.10345,52.9,48,31.1,24.6,17.1,21,35.5,74.6,25.4,64.5,67.5,53.5,50,34.7,30.1,9.5,10.5,50.2,45.5,62.3,37.7,59.4,40.6,67,76.615,79.972,2.121,18.119,69.8,67.6,1.131,0.924
2022,"WAC","New Mexico St.",12,32,66.1724,107.805,97.7021,8.6,106.1,97.5,29,23,6,79.31034,52.2,45.5,35.4,27.8,20.7,16.9,33.3,73.8,26.2,66.7,67.9,54.1,45.8,33,30,12.9,6.3,53.6,48.2,58.9,41.1,57.4,42.6,67.3,78.058,80.361,2.364,16.577,69.5,74.2,1.05,0.958
2022,"MEAC","Norfolk St.",16,64,66.9322,102.43,102.285,-2.2,99.9,102.1,27,21,6,77.77778,51.5,45.1,39.1,33.3,19.9,18.5,29.8,72.8,27.2,70.2,70.6,51.3,46.3,34.5,29.1,10.2,9.9,47.6,54.6,64.2,35.8,54.9,45.1,68.2,76.636,79.263,2.43,7.809,69.5,64.8,1.032,0.934
2022,"ACC","North Carolina",8,2,70.1492,113.057,97.0108,16.9,112.8,95.9,33,24,9,72.72727,52.1,49.8,29.6,21.5,16.5,14.1,30.4,79.2,20.8,69.6,70.2,50.7,48.3,36.2,34.9,9.7,8.5,53.6,48,62.6,37.4,63.1,36.9,71.2,78.254,81.474,1.742,87.453,77.2,73.7,1.096,1.014
2022,"ACC","Notre Dame",11,32,65.7294,111.997,98.3632,14.8,111.9,97.1,31,21,10,67.74194,54,49.1,27.7,22.9,15.5,15,22.1,76,24,77.9,65.9,52,49.9,37.8,31.7,4.8,9.1,55.4,44.1,56.9,43.1,64.7,35.3,66.6,78.08,80.4,2.393,72.248,75.9,69.3,1.083,1.007
2022,"B10","Ohio St.",7,32,64.9727,116.627,100.804,16.8,116.3,99.5,30,19,11,63.33333,54.8,47.9,33.5,29.2,16.7,15.3,28.8,71.4,28.6,71.2,65.4,54,46.2,37.3,34,12.5,7.8,49,47.4,60.3,39.7,64.7,35.3,66.2,77.248,79.752,1.936,66.738,76,73.4,1.119,1.038
2022,"BE","Providence",4,16,65.193,111.929,98.0491,14.7,111.6,96.9,30,25,5,83.33333,50.3,46.7,38.5,26.3,17.3,15.8,30.5,72,28,69.5,66.1,49.6,46.6,34.3,31.2,9.9,9.9,54,46.3,61.9,38.1,63.9,36.1,66.5,77.714,80.621,2.733,42.028,72.6,70.9,1.066,0.995
2022,"B10","Purdue",3,16,65.764,121.268,98.9804,25.1,122.6,97.5,34,27,7,79.41176,57,49.6,36.3,21.4,17.3,14.1,35.2,76.4,23.6,64.8,66.6,55.9,49.2,39.1,33.5,9.9,6.7,58.9,53.1,60.9,39.1,59,41,66.8,78.453,82.01,1.778,60.487,70.3,72,1.185,1.022
2022,"A10","Richmond",12,32,66.8627,109.146,99.3205,8.3,107.7,99.4,35,23,12,65.71429,51.5,50.5,30.9,23.5,14.4,18.9,22.4,72.8,27.2,77.6,67.4,52.2,50,33.8,34.3,6.1,9.4,57.3,48.3,58,42,64.3,35.7,67.8,76.674,80.409,2.623,15.581,72.5,72.3,1.057,1.006
2022,"B10","Rutgers",11,68,64.9317,106.375,95.5107,9,104.6,95.6,31,18,13,58.06452,49.5,48.3,26.9,28.8,17.3,18.2,29.3,72.9,27.1,70.7,65.7,49.1,46.5,33.6,34,11.8,8,58.7,52.9,68.6,31.4,59.8,40.2,66.1,78.702,80.718,2.135,51.706,70.1,73,1.025,0.993
2022,"WCC","Saint Mary's",5,32,63.493,109.764,89.9554,17.7,107.8,90.1,31,24,7,77.41935,52.6,48.3,23.2,24.4,17.1,19.5,27.3,78.1,21.9,72.7,65.6,52.6,47,35.1,34.4,6.5,8.8,51,35.9,63.9,36.1,71.2,28.8,64.8,77.82,80.684,2.27,32.634,76.7,71.4,1.06,0.933
2022,"MAAC","Saint Peter's",15,8,65.9614,98.7512,94.4758,3.5,97.6,94.1,29,18,11,62.06897,47.8,44.1,37.5,41,20.8,20.9,31.5,72,28,68.5,67,45.9,44,34.8,29.4,14.6,13.2,51.6,51.6,69.7,30.3,63.7,36.3,66.8,76.197,79.399,1.895,0.2,68.5,73.5,0.983,0.925
2022,"MWC","San Diego St.",8,64,65.2809,104.106,85.9549,15,101.4,86.4,31,23,8,74.19355,48.8,44,31.3,30.6,19.3,21.7,29.6,73,27,70.4,65.2,46.6,43.1,35.8,30.4,14.4,8.3,49.7,51,69.2,30.8,61.8,38.2,66.2,77.275,80.352,2.481,31.863,69.5,67.3,0.993,0.877
2022,"WCC","San Francisco",10,64,68.6767,110.756,92.3886,17.2,109.4,92.2,32,23,9,71.875,53.1,46.9,28.4,32.2,18.1,18.5,30.3,76.2,23.8,69.7,70.6,53.9,48.4,34.7,28.9,11.5,9,47,43.2,55.6,44.4,69.6,30.4,69.8,77.33,81.411,2.568,3.516,69.2,71,1.076,0.944
2022,"BE","Seton Hall",8,64,67.2574,108.487,93.5199,13.5,106.8,93.3,30,20,10,66.66667,47.6,45.4,30.8,27.8,17.5,18.5,32.7,70.9,29.1,67.3,68.7,46.2,44.8,33.3,31,14.1,11,39.9,48.2,64.4,35.6,65.7,34.3,68.6,78.886,82.244,2.526,67.935,75.6,77.3,1.038,0.962
2022,"Sum","South Dakota St.",13,64,69.4008,116.763,105.32,11,115,104,32,28,4,87.5,59.7,51.5,35.2,21.3,15.3,15.8,24,75.8,24.2,76,71.5,56.3,50.6,44.2,35.2,6.3,7.1,47.3,43.7,65.7,34.3,58.6,41.4,70.7,76.682,79.114,2.058,0.603,76,74.1,1.191,1.038
2022,"B12","TCU",9,32,65.834,108.261,93.3525,14.5,107.4,92.9,32,20,12,62.5,48.9,47.7,31.2,26.7,21.6,18.4,37.8,73.9,26.1,62.2,67.2,50.5,47.9,30.3,31.5,11.4,8.6,53.9,54.2,68,32,65.4,34.6,66.9,77.933,80.572,1.734,65.515,66.8,71.2,1.01,0.964
2022,"SEC","Tennessee",3,32,67.1668,111.439,86.1987,23.2,110.1,86.9,33,26,7,78.78788,50.3,46.2,29.6,31.6,18,22.9,32.8,72.6,27.4,67.2,68.7,48,45.8,35.8,31.2,13.2,7.8,62.3,51.3,59.3,40.7,60.6,39.4,68.3,76.747,81.038,1.362,69.805,71.2,70.6,1.058,0.907
2022,"B12","Texas",6,32,63.0969,111.812,91.4059,21.1,111.6,90.5,32,21,11,65.625,50.1,46.5,32.3,36.8,18.2,23.3,31.9,70,30,68.1,64.2,50.9,46.1,32.3,31.6,10.1,9.3,53.3,43.9,64,36,66.3,33.7,64.1,76.788,79.048,2.664,78.557,74.9,66.9,1.056,0.921
2022,"Slnd","Texas A&M Corpus Chris",16,68,68.9287,96.9771,103.288,-6.5,96.4,102.9,30,19,11,63.33333,47.3,49.1,38.4,41.6,19.9,22.7,34.7,71,29,65.3,71.7,47.3,50.5,31.6,31.5,5.1,9.9,53.4,53.8,68.7,31.3,57.2,42.8,70,75.778,78.731,2.352,3.592,75,75.4,1.024,0.986
2022,"SWAC","Texas Southern",16,64,67.6207,98.1424,99.4749,-1.7,96.9,98.6,30,18,12,60,48.7,44.9,32.7,34.3,21.4,17.4,33.8,71.8,28.2,66.2,69.3,49.2,45.2,31.7,29.5,13.4,6.2,42.3,46.9,68.6,31.4,64.2,35.8,68.7,77.009,80.4,2.813,16.145,67.1,65.6,0.996,0.942
2022,"B12","Texas Tech",3,16,66.455,109.701,85.0595,23.6,109.1,85.5,34,25,9,73.52941,52.4,45.5,36.1,32.1,20.3,23.6,33.3,73.9,26.1,66.7,67.5,55.1,44.3,31.4,31.3,11.9,7.2,52.3,53.8,65.6,34.4,54.4,45.6,67.4,78.314,80.053,2.456,22.03,69.9,68.3,1.051,0.884
2022,"CUSA","UAB",12,64,68.7871,112.489,98.456,13,111.1,98.1,32,25,7,78.125,52.9,47.9,29.5,31.5,16.3,21.4,33.4,72.6,27.4,66.6,70.1,50.6,47.5,38.3,32.4,11.4,8.7,44.2,45.9,67.3,32.7,62.9,37.1,69.9,76.646,80.366,2.645,28.246,73.9,71.1,1.121,0.954
2022,"P12","UCLA",4,16,65.5444,116.076,91.2287,23.5,115.1,91.6,32,25,7,78.125,50.6,47.7,29.8,29.2,13.4,19.7,31.9,75.2,24.8,68.1,67.2,49.6,47.3,35.2,32.2,9.5,7.9,49.9,51.1,68.5,31.5,62.2,37.8,66.8,77.88,80.205,2.209,79.66,73.6,72.3,1.117,0.948
2022,"P12","USC",7,64,66.022,110.473,96.0232,13.3,109.3,96,33,26,7,78.78788,51.1,44.7,30.9,26.3,17.7,14.7,33.8,72.8,27.2,66.2,67.4,50.1,41.6,35.4,33.7,11.2,8.3,52.8,50,68,32,65.5,34.5,67.1,79.116,81.678,2.119,59.267,66.6,71.3,1.068,0.97
2022,"AE","Vermont",13,64,64.9527,110.775,97.7084,11.2,108.6,97.4,32,27,5,84.375,57.3,47.7,26.6,22.6,14.9,17.1,24,81.4,18.6,76,65.1,58.9,45.2,36.8,34.4,7,8.9,54.9,43.5,56.9,43.1,62.4,37.6,65.9,76.344,78.553,2.807,4.679,74.7,68.4,1.143,0.928
2022,"BE","Villanova",2,4,62.55,117.95,93.8397,24.1,117.1,93,33,26,7,78.78788,52,47.5,30.5,25.1,15.5,18.8,30.9,72,28,69.1,64.2,50.3,48.2,35.9,31,7.1,10.9,49,50,54,46,57,43,63.6,77.347,79.315,2.392,69.071,82.3,74.5,1.127,0.979
2022,"ACC","Virginia Tech",11,64,62.9067,114.268,96.4045,19.8,114.7,94.9,35,23,12,65.71429,55.2,48.7,23.7,25.2,17,18.8,28.1,73.9,26.1,71.9,63.5,52.5,49.4,39.3,31.7,9.5,9.4,55.4,50.6,58.6,41.4,63,37,64,76.763,79.95,2.136,20.673,74.3,74.4,1.111,0.978
2022,"B10","Wisconsin",3,32,66.466,110.398,94.8142,16.3,110.1,93.8,31,24,7,77.41935,48.2,49.4,32.3,27.7,12.7,16.9,25.8,76,24,74.2,67.2,48.9,49.9,31.3,32.3,7.5,9,44,45.9,64,36,66.3,33.7,67.5,78.364,82.342,1.462,62.378,74.2,68,1.053,0.991
2022,"Horz","Wright St.",16,64,68.4334,106.365,107.231,-2.7,104.2,106.9,33,20,13,60.60606,52,51.2,31.1,26,17.9,18.4,31.3,70,30,68.7,69.2,53.2,51.6,33,33.7,7.5,6.7,50.3,41,67.5,32.5,65.8,34.2,69.6,76.961,79.768,1.581,9.944,76.6,71.3,1.086,1.035
2022,"MWC","Wyoming",12,68,66.0062,110.173,97.0777,11.2,108.7,97.5,32,24,8,75,52.4,47.2,37,24.5,16.7,15.8,25.6,75.9,24.1,74.4,66.1,54.5,48.3,33,30.3,5.8,8.5,43.8,42.4,58.2,41.8,61.3,38.7,66.8,78.721,80.509,1.816,1.779,72.5,72.8,1.07,0.978
2022,"Ivy","Yale",14,64,68.6807,101.474,99.2392,1.4,99.8,98.4,29,18,11,62.06897,50.1,48.9,32.7,31.1,18.3,18.2,25.6,73.5,26.5,74.4,70.3,50.5,51.1,32.9,30.4,9.2,9.7,46.4,48,63.7,36.3,58.8,41.2,69.8,76.299,78.217,1.898,9.416,73.7,68.1,1.017,0.988
2021,"Slnd","Abilene Christian",14,32,69.9524,103.047,92.9196,8.6,101.1,92.5,23,19,4,82.6087,52.9,45.4,34,42.5,19.4,26.7,30.6,72.1,27.9,69.4,71.6,50.8,46.3,37.7,29.1,8.9,10.1,66.9,48.3,63.5,36.5,66,34,70.8,75.102,79.765,2.228,0.2,68.8,69.1,1.066,0.862
2021,"SEC","Alabama",2,16,73.9267,111.722,86.734,22.1,110.7,88.6,30,24,6,80,51.3,45.3,28.6,31.9,18.6,21.1,31.5,70.2,29.8,68.5,75.1,50.1,46.4,35.1,28.8,10.5,14.1,50.8,43.8,52.9,47.1,66.4,33.6,74.8,77.695,80.152,1.841,70.27,72,68.6,1.059,0.929
2021,"SB","Appalachian St.",16,68,65.6825,99.3998,103.738,-5.9,98.4,104.3,24,13,11,54.16667,47.7,50.4,33,24,17.5,20,27.8,69.4,30.6,72.2,66.1,46.7,50.4,32.6,33.5,8.8,14.1,48.8,49.6,56.1,43.9,62.2,37.8,66.3,76.131,79.11,1.818,9.441,71.6,72.1,1.006,1.007
2021,"SEC","Arkansas",3,8,73.1045,111.502,89.9724,18.8,110.1,91.3,28,22,6,78.57143,51.5,47.6,32.7,29.3,17.4,20.3,31.7,73.8,26.2,68.3,75.3,51.9,46.9,33.9,32.6,13.4,8.8,50.7,46.5,64.2,35.8,62.4,37.6,74,77.776,80.987,1.545,55.045,73.7,68.6,1.09,0.935
2021,"B12","Baylor",1,1,68.3891,123.265,93.7679,29.9,123.4,93.5,24,22,2,91.66667,57.5,49.1,27,31.7,17.6,24.6,37.5,69.1,30.9,62.5,70.2,54.1,48.1,41.8,34,10.3,10,54.8,51.7,60.8,39.2,65.7,34.3,69.6,76.684,79.37,1.967,57.416,69.7,68.6,1.196,0.941
2021,"WCC","BYU",6,64,67.9796,113.107,92.1612,18.9,111.5,92.6,25,19,6,76,55,46.6,27.8,29.4,19,16,28.6,76.7,23.3,71.4,70.4,54.5,45.5,37.3,32.4,7.2,5.5,56.9,46.7,61.2,38.8,65.2,34.8,69.1,77.968,82.332,1.984,39.722,73.6,69.1,1.086,0.964
2021,"ACC","Clemson",7,64,64.2422,106.87,90.7046,14.6,105.1,90.5,23,16,7,69.56522,50.4,48.8,23.6,29.6,19.5,21.6,26.6,73.5,26.5,73.4,64.9,49.2,47.4,34.6,33.8,9.2,9.7,56.4,51,56.1,43.9,59.6,40.4,65.4,76.775,80.524,1.794,59.066,76.5,69.7,1.001,0.95
2021,"Horz","Cleveland St.",15,64,66.3028,100.852,99.4794,-0.5,99.1,99.6,26,19,7,73.07692,50.6,48.9,31.9,37.2,18.5,20.3,30.9,68.1,31.9,69.1,67.6,52.1,50.9,31.9,30.8,7.6,7.1,52.9,52.7,65.7,34.3,57.5,42.5,67.1,76.953,79.047,2.036,2.192,66.9,72.9,1.033,1.02
2021,"Pat","Colgate",14,64,72.4472,110.89,100.668,14.4,112.4,98,15,14,1,93.33333,57,45.6,31,25,13.7,16.6,28.2,74.6,25.4,71.8,72.2,55.4,49.4,40,26.1,8.7,7.1,56.1,42.5,64.1,35.9,63,37,72.8,76.444,80.225,1.82,0.2,73.1,67.6,1.187,0.943
2021,"P12","Colorado",5,32,66.3585,114.417,92.7358,23.7,115.4,91.7,30,22,8,73.33333,52,47.7,29.9,28,16.8,19.8,30.9,74.4,25.6,69.1,66.2,50.3,46.5,36.7,33.3,7.8,7.9,51.3,47.6,64.2,35.8,65.2,34.8,67.2,77.447,80.306,2.245,48.237,82.2,72.6,1.102,0.955
2021,"BE","Connecticut",7,64,66.0354,113.581,91.6796,21.6,113.9,92.3,22,15,7,68.18182,49.5,46.2,29.6,36.9,17.5,19.6,36.8,70.2,29.8,63.2,66.5,49,45.6,33.6,31.6,14.4,6.7,49.4,46.5,66.7,33.3,67,33,66.6,77.885,80.977,1.785,52.299,73.1,70.7,1.085,0.967
2021,"BE","Creighton",5,16,69.0627,114.87,93.5652,20.1,114.2,94.1,28,20,8,71.42857,55.7,46.9,26.9,25.7,15.8,17.8,24.8,71.8,28.2,75.2,69.5,56.3,46.1,36.7,32.1,9.5,8.7,55.8,51.3,55.7,44.3,61,39,70,76.987,79.001,2.215,57.988,64.2,70.6,1.098,0.974
2021,"MVC","Drake",11,64,66.7599,113.949,99.3062,12,112.2,100.2,27,23,4,85.18519,54.5,48.4,25.2,29.7,15.2,18.8,31.6,75.1,24.9,68.4,66.2,54.4,49.7,36.6,30.8,7.9,7.1,45.3,45.9,68.7,31.3,64.1,35.9,67.6,76.09,79.545,1.958,0.2,71.1,74,1.141,0.974
2021,"CAA","Drexel",16,64,64.2271,107.143,105.525,2.4,106.1,103.7,19,12,7,63.15789,54.3,49.6,28.5,27.2,19.6,16.4,29.4,75.7,24.3,70.6,65.9,53.5,50.4,37.2,32.1,6.5,9,58.2,41.7,64.3,35.7,65.6,34.4,65.3,77.103,80.023,1.77,8.771,77.7,75.1,1.084,1.014
2021,"BSky","Eastern Washington",14,64,72.3499,107.67,101.018,8.2,107.9,99.7,22,15,7,68.18182,54.1,47.5,30.4,27.7,16.5,16.5,23.9,74.4,25.6,76.1,71.3,54.2,47.6,35.9,31.6,6.9,6,54.1,43.7,60.4,39.6,64.6,35.4,73.1,77.174,79.677,1.614,0.2,79.9,72.7,1.093,0.982
2021,"SEC","Florida",7,32,68.6479,110.975,93.4227,17,110.4,93.4,23,14,9,60.86957,52.5,47.5,33.8,34.8,20.7,20.6,30.8,68.4,31.6,69.2,70.7,51.9,48.4,35.7,30.6,14.3,9.4,45,51.6,66.2,33.8,64.7,35.3,69.5,77.44,80.694,1.529,60.198,75.7,70.3,1.046,0.988
2021,"ACC","Florida St.",4,16,70.5582,116.442,94.3726,23.5,117.2,93.7,22,16,6,72.72727,54.4,46.5,32.7,36.3,20.2,19.6,35.7,68.6,31.4,64.3,70.4,52.1,44.2,39,33.3,14.6,7.5,51.9,49.4,64.5,35.5,60,40,71.2,79.591,82.065,1.949,53.523,73.8,74.1,1.11,0.989
2021,"BE","Georgetown",12,64,69.6374,107.693,93.636,13.5,107.2,93.7,25,13,12,52,49.6,48,30.3,25.9,21.7,16.2,32.4,72.7,27.3,67.6,70.1,46.1,47.4,36.6,32.6,10.4,7.8,51.7,56.3,61.2,38.8,60.3,39.7,70.6,78.144,81.822,2.018,40.505,75.4,68.7,1.012,1.002
2021,"ACC","Georgia Tech",9,64,67.7637,113.332,94.783,17.1,112.7,95.6,25,17,8,68,53.9,52.2,29,28.9,15.9,22.8,24.8,70.1,29.9,75.2,68,54.8,50.7,34.9,36.7,9.3,7.9,57.7,54.4,63,37,65.4,34.6,68.6,76.336,80.032,2.51,51.343,72.7,70.6,1.081,1.002
2021,"WCC","Gonzaga",1,2,74.7701,126.111,89.4872,35.7,125.3,89.6,26,26,0,100,61,47.5,36.7,25.9,16.1,20.3,30.4,76.6,23.4,69.6,75.3,64,46.8,36.5,32.5,7.1,6.9,53.6,44.8,67.7,32.3,65.5,34.5,75.4,78.108,80.58,1.528,80.761,72.6,70.3,1.224,0.918
2021,"WAC","Grand Canyon",15,64,65.4771,103.554,96.5771,8,103.6,95.6,20,14,6,70,52.8,44.7,34.5,29.4,20.4,16.5,33,77.2,22.8,67,66.7,55.4,44.8,32.2,29.7,8.1,6,55.7,45.6,63.8,36.2,60.7,39.3,66.2,77.413,81.935,2.131,14.562,69.2,69.7,1.068,0.924
2021,"AE","Hartford",16,64,66.7023,97.4886,100.22,-2.5,96.7,99.2,23,15,8,65.21739,50.4,47.6,28.6,25,19,20.4,24.9,71.2,28.8,75.1,66.5,51.3,50.7,32.7,28.7,6.1,10.7,46.6,48.3,57.5,42.5,59.3,40.7,67.8,76.089,80.654,1.927,12.091,71.2,66.8,0.991,0.952
2021,"Amer","Houston",2,4,64.9246,118.922,90.1017,29.6,119,89.4,26,23,3,88.46154,51.3,42.9,30.7,42.4,16.3,21.6,39.4,72,28,60.6,66,49.9,43,35.5,28.5,14.5,7.3,51.4,51.6,57.7,42.3,62.4,37.6,65.9,77.106,79.302,1.843,57.911,74.3,65.2,1.157,0.884
2021,"B10","Illinois",1,32,70.7135,118.957,88.3445,26.6,117.4,90.8,29,23,6,79.31034,55.6,46.6,39.2,30.5,18.2,16.1,33,77.8,22.2,67,71.6,55.3,45.4,37.6,32.7,7,9.5,55.5,44.3,69.3,30.7,67,33,71.6,76.996,80.548,1.627,73.109,69.1,68.5,1.124,0.956
2021,"MAAC","Iona",15,64,68.3119,100.371,101.407,1.9,100.7,98.8,17,12,5,70.58824,51.2,45.6,36.1,46.3,22.5,19.6,33.5,73.8,26.2,66.5,69.8,49.9,45.8,35.5,30.1,11.9,7.3,56,54.3,62.4,37.6,62.1,37.9,69.3,76.324,80.272,1.731,9.632,74.3,69.1,1.035,0.944
2021,"B10","Iowa",2,32,69.9829,123.496,94.5925,27.2,123.7,96.5,29,21,8,72.41379,54.6,48.3,32,22.6,13.3,16.3,30.7,71.4,28.6,69.3,71,52.4,45.8,38.6,34.8,11.6,7.9,63.8,59.8,60.2,39.8,60.4,39.6,70.9,77.914,81.654,1.656,61.215,71.3,67.5,1.176,1.01
2021,"B12","Kansas",3,32,68.2629,109.615,88.5839,18.5,108.7,90.2,27,19,8,70.37037,49.7,47,30.5,26.5,17.7,20,31.2,73.1,26.9,68.8,69.4,49.3,45.9,33.7,32.5,11.1,7.6,52.2,47,64,36,62.5,37.5,69.2,78.152,80.329,1.46,80.676,71.4,73.1,1.04,0.949
